case;event;time;Owner First Name;Involved ST Function Div;Involved Org line 3
1340;1;02.05.2012-08:13:28;962;6;6
1340;0;02.05.2012-08:24:40;497;6;6
1340;1;02.05.2012-10:27:18;497;17;1
1340;0;02.05.2012-10:27:55;463;17;1
1340;2;02.05.2012-11:00:01;463;17;1
1340;4;09.05.2012-23:17:58;5;17;1
1341;0;25.04.2012-09:03:51;25;5;1
1341;0;25.04.2012-09:04:30;25;5;1
1341;1;25.04.2012-09:11:29;25;5;0
1341;0;25.04.2012-09:37:56;219;5;0
1341;1;25.04.2012-09:47:53;219;5;1
1341;0;25.04.2012-10:00:24;25;5;1
1341;1;25.04.2012-10:02:49;25;5;0
1341;0;25.04.2012-10:32:27;219;5;0
1341;1;25.04.2012-10:56:34;219;2;1
1341;0;25.04.2012-11:22:43;363;2;1
1341;3;25.04.2012-11:22:52;363;2;1
1341;0;25.04.2012-11:25:38;406;2;1
1341;1;25.04.2012-11:25:55;406;1;0
1341;0;25.04.2012-13:09:39;649;1;0
1341;1;25.04.2012-13:11:17;649;1;0
1341;0;25.04.2012-14:10:40;893;1;0
1341;1;30.04.2012-10:35:24;893;1;0
1341;0;30.04.2012-14:29:49;649;1;0
1341;1;30.04.2012-14:36:08;649;5;0
1341;0;30.04.2012-14:49:34;146;5;0
1341;1;30.04.2012-14:50:44;146;5;1
1341;0;30.04.2012-15:10:28;3;5;1
1341;5;30.04.2012-15:28:35;3;5;1
1341;1;30.04.2012-16:02:00;3;5;0
1341;0;30.04.2012-16:02:54;146;5;0
1341;1;30.04.2012-16:05:59;146;1;0
1341;0;02.05.2012-08:44:24;649;1;0
1341;1;02.05.2012-08:46:12;649;5;0
1341;0;02.05.2012-09:32:05;205;5;0
1341;1;02.05.2012-09:33:21;205;5;1
1341;0;02.05.2012-09:48:46;25;5;1
1341;1;02.05.2012-10:14:04;25;5;0
1341;0;02.05.2012-10:15:05;206;5;0
1341;1;02.05.2012-10:15:33;206;1;0
1341;0;02.05.2012-14:04:23;649;1;0
1341;1;02.05.2012-14:15:02;649;5;0
1341;0;02.05.2012-14:16:04;204;5;0
1341;1;02.05.2012-14:18:01;204;5;1
1341;0;02.05.2012-14:47:15;25;5;1
1341;5;02.05.2012-15:05:00;25;5;1
1341;5;05.05.2012-14:15:07;5;5;1
1341;5;07.05.2012-15:19:20;25;5;1
1341;2;07.05.2012-15:19:21;25;5;1
1341;4;07.05.2012-23:18:47;5;5;1
1342;0;25.04.2012-09:38:05;681;5;3
1342;0;25.04.2012-09:38:25;681;5;3
1342;7;25.04.2012-09:57:30;681;5;3
1342;1;25.04.2012-09:57:45;681;6;3
1342;0;27.04.2012-07:36:59;681;5;3
1342;7;27.04.2012-10:03:54;681;5;3
1342;1;27.04.2012-10:04:09;681;6;3
1342;0;28.04.2012-05:02:38;442;6;3
1342;1;28.04.2012-11:16:13;635;5;3
1342;0;30.04.2012-06:26:43;681;5;3
1342;7;30.04.2012-06:57:32;681;5;3
1342;1;30.04.2012-06:57:42;681;6;3
1342;0;30.04.2012-09:24:50;527;6;3
1342;1;30.04.2012-09:31:30;527;5;3
1342;0;30.04.2012-10:39:08;681;5;3
1342;7;30.04.2012-10:39:29;681;5;3
1342;1;30.04.2012-10:40:19;681;6;3
1342;0;02.05.2012-07:29:58;635;6;3
1342;1;02.05.2012-12:23:53;527;5;3
1342;0;02.05.2012-12:28:25;526;5;3
1342;7;02.05.2012-12:32:25;526;5;3
1342;1;02.05.2012-12:32:50;526;6;3
1342;0;03.05.2012-12:14:22;526;5;3
1342;1;03.05.2012-12:21:10;526;6;3
1342;0;03.05.2012-15:11:32;442;6;3
1342;1;04.05.2012-15:05:24;442;5;3
1342;0;04.05.2012-15:11:58;681;5;3
1342;7;04.05.2012-15:32:30;681;5;3
1342;2;04.05.2012-15:32:57;681;5;3
1342;4;04.05.2012-23:15:18;5;5;3
1343;0;25.04.2012-08:38:19;432;2;1
1343;0;25.04.2012-08:39:13;432;2;1
1343;5;25.04.2012-08:55:16;432;2;1
1343;0;26.04.2012-03:30:35;432;2;1
1343;1;26.04.2012-03:32:15;432;4;1
1343;0;26.04.2012-15:23:46;39;4;1
1343;1;26.04.2012-15:24:11;39;2;1
1343;0;27.04.2012-01:22:24;556;2;1
1343;1;27.04.2012-01:22:59;556;4;1
1343;0;27.04.2012-06:11:20;336;4;1
1343;1;27.04.2012-07:05:13;787;9;0
1343;0;27.04.2012-07:18:49;654;9;0
1343;1;27.04.2012-07:19:08;654;2;1
1343;0;27.04.2012-09:15:50;556;2;1
1343;3;27.04.2012-09:16:06;556;2;1
1343;0;27.04.2012-09:18:37;432;2;1
1343;3;27.04.2012-09:18:45;432;2;1
1343;0;27.04.2012-09:24:11;556;2;1
1343;1;27.04.2012-09:32:34;556;2;1
1343;0;28.04.2012-01:47:12;35;2;1
1343;1;28.04.2012-01:47:16;35;2;1
1343;0;01.05.2012-05:09:31;170;2;1
1343;3;01.05.2012-05:09:38;170;2;1
1343;0;02.05.2012-06:04:54;432;2;1
1343;7;02.05.2012-06:05:06;432;2;1
1343;3;02.05.2012-08:16:35;432;2;1
1343;0;07.05.2012-06:57:50;556;2;1
1343;5;07.05.2012-06:58:17;556;2;1
1343;0;07.05.2012-07:02:12;556;2;1
1343;1;07.05.2012-07:17:18;556;4;1
1343;0;07.05.2012-07:19:45;550;4;1
1343;2;08.05.2012-09:18:28;787;4;1
1343;4;15.05.2012-23:21:10;5;4;1
1344;0;25.04.2012-09:30:05;435;5;0
1344;0;25.04.2012-09:30:17;435;5;0
1344;6;25.04.2012-09:42:38;435;5;0
1344;6;28.04.2012-09:31:51;5;5;0
1344;2;09.05.2012-12:09:12;435;5;0
1344;4;09.05.2012-12:09:14;435;5;0
1345;0;25.04.2012-08:45:10;223;2;1
1345;0;25.04.2012-08:46:07;223;2;1
1345;5;25.04.2012-09:10:27;223;2;1
1345;0;01.05.2012-08:40:58;223;2;1
1345;1;01.05.2012-08:42:29;223;2;1
1345;0;01.05.2012-08:42:32;223;2;1
1345;2;01.05.2012-08:42:43;223;2;1
1345;4;01.05.2012-08:42:48;223;2;1
1346;0;25.04.2012-08:43:45;20;2;1
1346;0;25.04.2012-08:47:24;20;2;1
1346;5;25.04.2012-08:53:14;20;2;1
1346;0;25.04.2012-08:58:02;20;2;1
1346;1;25.04.2012-11:02:39;68;9;0
1346;0;25.04.2012-11:21:24;312;9;0
1346;1;25.04.2012-11:32:57;312;2;1
1346;1;25.04.2012-11:56:04;68;4;1
1346;0;25.04.2012-12:01:13;765;4;1
1346;6;25.04.2012-15:09:44;765;4;1
1346;5;04.05.2012-12:21:56;765;4;1
1346;1;07.05.2012-15:13:23;765;3;1
1346;0;15.05.2012-12:28:46;115;3;1
1346;2;15.05.2012-12:39:10;115;3;1
1346;4;22.05.2012-23:20:18;5;3;1
1347;0;25.04.2012-09:03:10;963;14;1
1347;0;25.04.2012-09:03:36;963;14;1
1347;1;25.04.2012-09:07:50;963;13;1
1347;0;25.04.2012-09:24:20;662;13;1
1347;7;25.04.2012-09:24:29;662;13;1
1347;1;25.04.2012-10:07:43;662;13;1
1347;1;25.04.2012-10:07:44;662;13;1
1347;0;25.04.2012-10:07:48;662;13;1
1347;3;25.04.2012-10:08:14;662;13;1
1347;0;14.05.2012-09:49:59;158;13;1
1347;2;14.05.2012-09:50:45;158;13;1
1347;4;21.05.2012-23:24:15;5;13;1
1348;0;25.04.2012-08:54:18;273;2;1
1348;0;25.04.2012-08:54:35;273;2;1
1348;2;25.04.2012-09:29:30;273;2;1
1348;0;25.04.2012-12:02:25;835;2;1
1348;1;25.04.2012-12:13:54;835;2;1
1348;0;25.04.2012-13:36:46;32;2;1
1348;3;25.04.2012-13:37:59;32;2;1
1348;0;26.04.2012-08:24:58;567;2;1
1348;5;26.04.2012-08:25:03;567;2;1
1348;2;26.04.2012-22:20:26;567;2;1
1348;0;27.04.2012-07:04:28;525;2;1
1348;3;27.04.2012-07:04:29;525;2;1
1348;0;27.04.2012-07:04:33;525;2;1
1348;1;27.04.2012-07:06:44;525;2;1
1348;0;27.04.2012-07:15:30;32;2;1
1348;3;27.04.2012-07:15:53;32;2;1
1348;0;27.04.2012-09:35:58;567;2;1
1348;5;27.04.2012-09:36:02;567;2;1
1348;2;02.05.2012-16:14:12;567;2;1
1348;4;09.05.2012-23:17:56;5;2;1
1349;0;25.04.2012-09:27:46;517;2;1
1349;0;25.04.2012-09:33:18;517;2;1
1349;5;25.04.2012-09:35:35;517;2;1
1349;0;07.05.2012-11:02:54;517;2;1
1349;9;07.05.2012-11:02:58;517;2;1
1350;0;25.04.2012-09:32:22;138;2;1
1350;0;25.04.2012-09:33:13;138;2;1
1350;1;25.04.2012-09:39:12;138;4;3
1350;0;25.04.2012-09:48:35;417;4;3
1350;7;25.04.2012-09:48:44;417;4;3
1350;3;25.04.2012-11:10:26;417;4;3
1350;0;25.04.2012-11:13:24;626;4;3
1350;5;25.04.2012-11:15:03;626;4;3
1350;0;27.04.2012-11:00:41;626;4;3
1350;5;27.04.2012-11:05:21;626;4;3
1350;2;27.04.2012-11:40:45;626;4;3
1350;4;27.04.2012-23:05:56;5;4;3
1350;0;04.05.2012-08:26:05;86;2;1
1350;1;04.05.2012-08:27:17;86;4;3
1350;0;04.05.2012-08:31:51;371;4;3
1350;3;04.05.2012-08:36:17;371;4;3
1350;0;04.05.2012-08:39:16;626;4;3
1350;7;04.05.2012-08:39:26;626;4;3
1350;5;04.05.2012-09:05:19;626;4;3
1350;2;11.05.2012-15:59:27;626;4;3
1350;4;11.05.2012-23:19:34;5;4;3
1351;0;25.04.2012-09:28:42;28;2;1
1351;0;25.04.2012-09:30:17;28;2;1
1351;1;25.04.2012-09:54:17;28;2;1
1351;0;25.04.2012-11:59:49;32;2;1
1351;1;25.04.2012-12:02:33;32;2;1
1351;0;25.04.2012-12:06:39;17;2;1
1351;1;25.04.2012-12:14:28;17;2;1
1351;0;25.04.2012-13:38:12;32;2;1
1351;3;25.04.2012-13:39:59;32;2;1
1351;0;25.04.2012-13:52:58;748;2;1
1351;5;25.04.2012-13:53:06;748;2;1
1351;2;02.05.2012-13:28:35;748;2;1
1351;4;09.05.2012-23:17:55;5;2;1
1352;0;25.04.2012-09:45:43;614;2;1
1352;0;25.04.2012-09:46:11;614;2;1
1352;9;25.04.2012-09:54:39;614;2;1
1352;0;02.05.2012-12:27:27;341;2;1
1352;0;02.05.2012-12:36:01;341;2;1
1352;1;02.05.2012-12:47:52;341;9;0
1352;0;02.05.2012-13:13:27;315;9;0
1352;1;02.05.2012-13:18:36;315;2;1
1352;1;02.05.2012-13:18:37;315;2;1
1352;0;02.05.2012-14:29:06;90;2;1
1352;3;02.05.2012-14:29:12;90;2;1
1352;0;02.05.2012-14:40:26;341;2;1
1352;7;02.05.2012-14:40:31;341;2;1
1352;5;02.05.2012-14:48:55;341;2;1
1352;0;04.05.2012-14:37:31;191;2;1
1352;3;04.05.2012-14:37:35;191;2;1
1352;0;07.05.2012-08:46:47;344;2;1
1352;2;07.05.2012-08:54:05;344;2;1
1352;4;07.05.2012-23:18:46;5;2;1
1353;0;25.04.2012-10:27:02;614;2;1
1353;0;25.04.2012-10:38:52;614;2;1
1353;1;25.04.2012-10:39:32;614;6;1
1353;0;25.04.2012-10:53:51;320;6;1
1353;7;25.04.2012-10:53:59;320;6;1
1353;0;03.05.2012-14:05:50;30;0;0
1353;2;03.05.2012-14:06:13;30;0;0
1353;4;10.05.2012-23:23:29;5;0;0
1354;0;25.04.2012-09:52:10;86;2;1
1354;0;25.04.2012-09:52:37;86;2;1
1354;1;25.04.2012-09:54:18;86;2;1
1354;0;26.04.2012-07:52:44;150;2;1
1354;1;26.04.2012-07:55:47;150;9;0
1354;1;26.04.2012-07:55:48;150;9;0
1354;0;26.04.2012-08:20:25;314;9;0
1354;1;26.04.2012-08:31:19;314;2;1
1354;0;28.04.2012-02:05:47;35;2;1
1354;1;28.04.2012-02:05:52;35;2;1
1354;0;02.05.2012-14:31:52;90;2;1
1354;3;02.05.2012-14:31:57;90;2;1
1354;0;03.05.2012-12:09:13;105;2;1
1354;2;03.05.2012-12:11:38;105;2;1
1354;4;10.05.2012-23:23:29;5;2;1
1355;0;25.04.2012-09:44:17;871;6;9
1355;0;25.04.2012-12:01:45;871;6;9
1355;0;25.04.2012-12:23:37;871;6;9
1355;1;25.04.2012-12:35:56;871;4;3
1355;0;25.04.2012-12:40:52;417;4;3
1355;1;25.04.2012-13:17:03;417;6;9
1355;0;26.04.2012-11:48:44;871;6;9
1355;1;26.04.2012-12:20:45;871;4;3
1355;0;26.04.2012-12:23:03;417;4;3
1355;3;26.04.2012-12:27:29;417;4;3
1355;0;26.04.2012-12:36:39;371;4;3
1355;5;26.04.2012-12:41:43;371;4;3
1355;1;02.05.2012-12:25:06;371;4;1
1355;0;07.05.2012-09:26:52;39;4;1
1355;3;07.05.2012-09:33:12;39;4;1
1355;0;07.05.2012-13:22:39;964;4;1
1355;1;07.05.2012-13:44:38;964;4;3
1355;0;07.05.2012-13:47:12;417;4;3
1355;3;07.05.2012-13:48:38;417;4;3
1355;0;07.05.2012-14:29:04;371;4;3
1355;1;07.05.2012-14:38:47;371;4;1
1355;0;07.05.2012-14:58:28;965;4;1
1355;7;07.05.2012-14:58:45;965;4;1
1355;0;07.05.2012-15:40:01;966;4;1
1355;7;07.05.2012-15:40:35;966;4;1
1355;1;09.05.2012-11:55:06;966;4;3
1355;0;09.05.2012-11:58:05;417;4;3
1355;3;09.05.2012-11:59:40;417;4;3
1355;0;09.05.2012-12:37:34;371;4;3
1355;7;09.05.2012-12:38:31;371;4;3
1355;5;10.05.2012-07:41:05;371;4;3
1355;0;10.05.2012-13:21:35;371;4;3
1355;2;10.05.2012-13:23:05;371;4;3
1355;4;10.05.2012-23:23:30;5;4;3
1356;0;25.04.2012-10:04:23;344;2;1
1356;0;25.04.2012-10:05:19;344;2;1
1356;9;25.04.2012-10:11:41;344;2;1
1356;0;27.04.2012-08:06:06;706;2;1
1356;2;27.04.2012-09:18:30;706;2;1
1356;0;03.05.2012-07:37:50;385;2;1
1356;6;03.05.2012-07:48:51;385;2;1
1356;0;03.05.2012-08:28:32;385;2;1
1356;2;03.05.2012-08:28:56;385;2;1
1356;4;03.05.2012-23:16:10;5;2;1
1357;0;25.04.2012-09:32:44;124;5;1
1357;0;25.04.2012-09:33:28;124;5;1
1357;1;25.04.2012-09:34:54;124;5;0
1357;0;25.04.2012-09:36:03;219;5;0
1357;1;25.04.2012-09:37:04;219;7;0
1357;0;25.04.2012-09:45:06;534;7;0
1357;5;25.04.2012-09:52:11;534;7;0
1357;1;25.04.2012-13:46:50;534;5;0
1357;0;25.04.2012-13:54:17;120;5;0
1357;1;25.04.2012-13:55:38;120;5;1
1357;0;25.04.2012-14:04:50;124;5;1
1357;5;25.04.2012-14:05:29;124;5;1
1357;1;25.04.2012-15:46:54;124;5;0
1357;0;25.04.2012-15:49:43;120;5;0
1357;1;25.04.2012-15:51:51;120;5;1
1357;0;25.04.2012-16:03:13;124;5;1
1357;5;25.04.2012-16:03:39;124;5;1
1357;2;26.04.2012-13:47:26;124;5;1
1357;4;26.04.2012-23:06:24;5;5;1
1357;0;02.05.2012-10:10:07;124;5;1
1357;1;02.05.2012-10:10:44;124;5;0
1357;0;02.05.2012-10:13:10;206;5;0
1357;1;02.05.2012-10:14:35;206;7;0
1357;0;03.05.2012-15:26:00;437;7;0
1357;1;03.05.2012-15:26:18;437;5;0
1357;1;03.05.2012-15:26:19;437;5;0
1357;0;03.05.2012-15:27:27;120;5;0
1357;1;03.05.2012-15:28:53;120;5;0
1357;0;03.05.2012-15:39:08;446;5;0
1357;1;03.05.2012-15:39:42;446;5;1
1357;0;03.05.2012-15:46:59;36;5;1
1357;5;03.05.2012-15:47:01;36;5;1
1357;3;03.05.2012-15:51:24;36;5;1
1357;0;04.05.2012-07:40:16;124;5;1
1357;2;04.05.2012-07:40:38;124;5;1
1357;4;04.05.2012-23:15:18;5;5;1
1358;0;25.04.2012-09:39:25;106;2;1
1358;0;25.04.2012-09:39:41;106;2;1
1358;0;25.04.2012-09:52:15;106;2;1
1358;1;25.04.2012-10:02:47;106;2;1
1358;0;25.04.2012-15:04:31;6;2;1
1358;5;25.04.2012-15:08:33;6;2;1
1358;1;26.04.2012-09:22:36;6;2;1
1358;0;26.04.2012-11:27:27;218;2;1
1358;8;26.04.2012-11:27:30;218;2;1
1358;0;27.04.2012-11:01:46;6;2;1
1358;5;27.04.2012-11:04:37;6;2;1
1358;8;27.04.2012-12:32:34;6;2;1
1358;5;30.04.2012-15:49:59;6;2;1
1358;2;03.05.2012-10:16:09;6;2;1
1358;4;10.05.2012-23:23:30;5;2;1
1359;0;25.04.2012-10:36:04;111;5;0
1359;0;25.04.2012-10:39:37;111;5;0
1359;5;25.04.2012-10:40:52;111;5;0
1359;1;25.04.2012-15:09:02;111;5;0
1359;1;25.04.2012-15:09:03;111;5;0
1359;0;26.04.2012-06:53:09;106;5;0
1359;1;26.04.2012-07:24:28;106;5;0
1359;1;28.04.2012-10:40:36;5;5;0
1359;0;30.04.2012-06:28:38;111;5;0
1359;5;30.04.2012-06:29:15;111;5;0
1359;0;30.04.2012-10:08:35;111;5;0
1359;1;30.04.2012-10:15:39;111;5;0
1359;0;30.04.2012-12:10:30;83;5;0
1359;1;30.04.2012-12:27:18;83;5;0
1359;0;03.05.2012-08:42:44;111;5;0
1359;2;03.05.2012-08:46:54;111;5;0
1359;4;07.05.2012-13:12:43;111;5;0
1360;0;25.04.2012-09:52:50;390;2;1
1360;0;25.04.2012-09:53:46;390;2;1
1360;1;25.04.2012-09:59:57;390;4;3
1360;0;25.04.2012-10:14:24;417;4;3
1360;7;25.04.2012-10:14:48;417;4;3
1360;3;25.04.2012-11:06:07;417;4;3
1360;0;25.04.2012-11:17:31;140;4;3
1360;5;25.04.2012-11:23:26;140;4;3
1360;0;26.04.2012-14:36:58;140;4;3
1360;2;26.04.2012-14:52:32;140;4;3
1360;4;03.05.2012-23:16:19;5;4;3
1360;0;07.05.2012-09:10:18;417;4;3
1360;3;07.05.2012-09:10:34;417;4;3
1360;0;07.05.2012-09:39:16;88;4;3
1360;7;07.05.2012-09:39:41;88;4;3
1360;0;07.05.2012-12:12:51;88;4;3
1360;2;07.05.2012-12:14:07;88;4;3
1360;4;07.05.2012-23:18:45;5;4;3
1361;0;25.04.2012-09:54:27;25;5;1
1361;0;25.04.2012-09:54:54;25;5;1
1361;1;25.04.2012-09:56:29;25;5;0
1361;0;25.04.2012-12:11:56;341;5;0
1361;1;25.04.2012-12:19:22;341;5;1
1361;0;25.04.2012-13:01:48;25;5;1
1361;5;25.04.2012-13:09:10;25;5;1
1361;5;07.05.2012-12:26:35;25;5;1
1361;2;07.05.2012-12:26:53;25;5;1
1361;4;07.05.2012-23:18:45;5;5;1
1362;0;25.04.2012-09:58:37;197;2;1
1362;0;25.04.2012-09:59:01;197;2;1
1362;5;25.04.2012-10:17:12;197;2;1
1362;0;25.04.2012-11:19:43;304;2;1
1362;1;25.04.2012-11:46:14;304;2;1
1362;0;25.04.2012-11:46:16;304;2;1
1362;5;25.04.2012-11:46:19;304;2;1
1362;5;27.04.2012-12:52:01;304;2;1
1362;1;27.04.2012-12:55:53;304;4;3
1362;0;27.04.2012-12:57:08;417;4;3
1362;3;27.04.2012-12:57:58;417;4;3
1362;0;27.04.2012-13:00:31;64;4;3
1362;6;27.04.2012-13:01:47;64;4;3
1362;2;08.05.2012-10:33:03;64;4;3
1362;4;08.05.2012-23:14:26;5;4;3
1363;0;25.04.2012-11:25:01;91;2;1
1363;0;25.04.2012-11:25:11;91;2;1
1363;1;25.04.2012-11:30:59;91;9;0
1363;0;26.04.2012-14:47:47;654;9;0
1363;1;26.04.2012-14:54:57;654;9;0
1363;0;26.04.2012-15:11:47;191;9;0
1363;7;26.04.2012-15:14:31;191;9;0
1363;5;27.04.2012-11:54:13;191;9;0
1363;2;07.05.2012-10:58:17;191;9;0
1363;4;14.05.2012-23:22:10;5;9;0
1364;0;25.04.2012-10:04:31;50;2;1
1364;0;25.04.2012-10:04:40;50;2;1
1364;5;25.04.2012-10:19:31;50;2;1
1364;0;09.05.2012-06:51:52;50;2;1
1364;5;09.05.2012-06:53:10;50;2;1
1364;3;09.05.2012-14:07:00;50;2;1
1364;0;09.05.2012-14:35:52;84;2;1
1364;5;09.05.2012-14:36:18;84;2;1
1364;0;10.05.2012-11:50:42;84;2;1
1364;5;10.05.2012-12:11:37;84;2;1
1364;0;11.05.2012-07:01:48;84;2;1
1364;5;11.05.2012-07:09:27;84;2;1
1364;0;15.05.2012-07:17:49;84;2;1
1364;5;15.05.2012-08:30:09;84;2;1
1364;0;15.05.2012-09:59:42;84;2;1
1364;6;15.05.2012-10:06:01;84;2;1
1364;0;15.05.2012-10:36:22;84;2;1
1364;2;15.05.2012-11:00:05;84;2;1
1364;4;22.05.2012-23:20:18;5;2;1
1365;0;25.04.2012-10:06:07;34;6;22
1365;0;25.04.2012-10:06:23;34;6;22
1365;1;25.04.2012-10:13:23;34;7;0
1365;0;25.04.2012-11:19:25;252;7;0
1365;5;25.04.2012-12:10:32;252;7;0
1365;0;02.05.2012-14:52:27;252;7;0
1365;2;02.05.2012-14:52:44;252;7;0
1365;4;09.05.2012-23:17:54;5;7;0
1366;0;25.04.2012-10:02:25;341;2;1
1366;0;25.04.2012-10:02:54;341;2;1
1366;1;25.04.2012-10:05:27;341;4;1
1366;0;25.04.2012-10:08:55;475;4;1
1366;1;25.04.2012-10:09:24;475;2;1
1366;0;25.04.2012-10:25:58;89;2;1
1366;3;25.04.2012-10:26:15;89;2;1
1366;0;27.04.2012-13:11:11;341;2;1
1366;1;27.04.2012-13:38:24;341;4;1
1366;0;27.04.2012-14:14:05;475;4;1
1366;1;27.04.2012-14:14:59;475;2;1
1366;0;27.04.2012-14:25:43;90;2;1
1366;3;27.04.2012-14:26:13;90;2;1
1366;0;02.05.2012-10:45:25;341;2;1
1366;1;02.05.2012-10:59:27;341;4;1
1366;0;02.05.2012-11:23:56;151;4;1
1366;5;02.05.2012-11:26:52;151;4;1
1366;2;03.05.2012-09:02:41;151;4;1
1366;4;10.05.2012-23:23:29;5;4;1
1367;0;25.04.2012-10:15:16;109;5;1
1367;0;25.04.2012-10:21:19;109;5;1
1367;9;25.04.2012-10:29:03;109;5;1
1367;0;03.05.2012-08:20:50;125;6;8
1367;1;04.05.2012-08:44:48;125;5;1
1367;0;04.05.2012-09:38:07;124;5;1
1367;3;04.05.2012-09:38:13;124;5;1
1367;0;04.05.2012-12:20:12;109;5;1
1367;5;04.05.2012-12:40:20;109;5;1
1367;5;07.05.2012-08:44:51;5;5;1
1367;5;08.05.2012-06:14:18;109;5;1
1367;8;08.05.2012-06:47:34;109;5;1
1367;2;08.05.2012-10:36:18;109;5;1
1367;4;08.05.2012-23:14:26;5;5;1
1368;5;25.04.2012-10:35:41;151;2;1
1368;5;25.04.2012-10:36:32;151;2;1
1368;1;25.04.2012-10:43:03;151;2;1
1368;0;25.04.2012-11:06:18;182;2;1
1368;5;25.04.2012-11:06:53;182;2;1
1368;2;03.05.2012-08:49:26;182;2;1
1368;4;10.05.2012-23:23:28;5;2;1
1369;0;25.04.2012-10:35:44;413;2;1
1369;0;25.04.2012-10:36:04;413;2;1
1369;1;25.04.2012-10:50:33;413;9;0
1369;0;25.04.2012-17:37:53;468;9;0
1369;1;25.04.2012-17:53:26;468;2;1
1369;0;28.04.2012-02:10:25;35;2;1
1369;1;28.04.2012-02:10:29;35;2;1
1369;0;02.05.2012-14:37:27;90;2;1
1369;3;02.05.2012-14:37:32;90;2;1
1369;0;02.05.2012-14:39:11;150;2;1
1369;1;02.05.2012-14:42:03;150;9;0
1369;0;02.05.2012-16:09:28;468;9;0
1369;7;02.05.2012-16:24:09;468;9;0
1369;1;02.05.2012-16:27:19;468;2;1
1369;0;03.05.2012-08:39:52;191;2;1
1369;3;03.05.2012-08:39:55;191;2;1
1369;0;03.05.2012-11:45:51;105;2;1
1369;5;03.05.2012-11:57:51;105;2;1
1369;0;15.05.2012-10:52:24;105;2;1
1369;2;15.05.2012-10:52:45;105;2;1
1369;4;22.05.2012-23:20:17;5;2;1
1370;0;25.04.2012-11:07:32;706;2;1
1370;0;25.04.2012-11:08:33;706;2;1
1370;0;25.04.2012-11:11:56;706;2;1
1370;1;25.04.2012-11:13:00;706;2;1
1370;0;25.04.2012-11:13:02;706;2;1
1370;6;25.04.2012-11:13:06;706;2;1
1370;0;25.04.2012-14:17:22;706;2;1
1370;0;25.04.2012-14:31:31;706;2;1
1370;1;25.04.2012-14:32:20;706;2;1
1370;0;25.04.2012-14:34:06;245;2;1
1370;3;25.04.2012-14:35:51;245;2;1
1370;0;25.04.2012-14:50:00;485;2;1
1370;3;25.04.2012-15:03:37;485;2;1
1370;0;26.04.2012-15:19:59;548;2;1
1370;3;26.04.2012-15:20:08;548;2;1
1370;0;26.04.2012-15:28:52;485;2;1
1370;3;27.04.2012-14:47:38;485;2;1
1370;0;03.05.2012-07:34:16;245;2;1
1370;3;03.05.2012-07:36:48;245;2;1
1370;0;03.05.2012-09:25:25;200;2;1
1370;3;03.05.2012-09:29:30;200;2;1
1370;0;03.05.2012-15:36:46;485;2;1
1370;2;03.05.2012-15:36:58;485;2;1
1370;4;10.05.2012-23:23:28;5;2;1
1371;0;25.04.2012-10:26:50;343;2;1
1371;0;25.04.2012-10:27:18;343;2;1
1371;0;25.04.2012-10:40:38;343;2;1
1371;1;25.04.2012-10:40:57;343;2;1
1371;0;25.04.2012-11:18:26;363;2;1
1371;3;25.04.2012-11:18:37;363;2;1
1371;0;25.04.2012-12:41:25;446;2;1
1371;1;25.04.2012-12:54:46;446;4;1
1371;0;25.04.2012-13:20:46;415;4;1
1371;1;26.04.2012-11:53:45;415;2;1
1371;0;27.04.2012-12:48:20;90;2;1
1371;3;27.04.2012-12:48:25;90;2;1
1371;0;27.04.2012-13:25:06;59;2;1
1371;6;27.04.2012-13:32:50;59;2;1
1371;0;30.04.2012-07:06:30;59;2;1
1371;7;02.05.2012-10:00:22;59;2;1
1371;0;02.05.2012-12:40:43;59;2;1
1371;6;02.05.2012-12:43:39;59;2;1
1371;0;04.05.2012-07:09:02;59;2;1
1371;5;04.05.2012-07:09:38;59;2;1
1371;0;04.05.2012-10:28:06;59;2;1
1371;2;04.05.2012-10:30:57;59;2;1
1371;4;11.05.2012-23:19:33;5;2;1
1372;0;25.04.2012-11:00:53;86;2;1
1372;0;25.04.2012-11:01:08;86;2;1
1372;0;25.04.2012-11:04:39;421;0;0
1372;5;25.04.2012-14:24:04;421;0;0
1372;0;26.04.2012-10:53:35;421;0;0
1372;1;26.04.2012-11:25:45;421;0;0
1372;0;27.04.2012-07:54:13;967;0;0
1372;5;27.04.2012-08:00:43;967;0;0
1372;0;08.05.2012-10:38:51;283;0;0
1372;7;08.05.2012-10:39:18;283;0;0
1372;0;08.05.2012-10:45:25;421;0;0
1372;5;08.05.2012-19:32:06;421;0;0
1372;0;15.05.2012-05:32:12;421;0;0
1372;2;15.05.2012-05:34:10;421;0;0
1372;4;22.05.2012-23:20:17;5;0;0
1373;1;25.04.2012-15:06:00;968;6;5
1373;1;25.04.2012-15:09:35;968;12;0
1373;0;25.04.2012-15:30:54;175;12;0
1373;1;25.04.2012-20:17:00;175;12;0
1373;0;26.04.2012-07:02:28;363;12;0
1373;7;26.04.2012-07:02:45;363;12;0
1373;0;26.04.2012-08:20:59;363;12;0
1373;5;26.04.2012-10:07:35;363;12;0
1373;2;08.05.2012-10:05:24;363;12;0
1373;4;15.05.2012-23:21:05;5;12;0
1374;1;25.04.2012-17:44:37;482;6;5
1374;1;25.04.2012-17:46:25;482;12;0
