case;event;time;case Document Type;case GR-Based Inv. Verif.;event org:resource
2615;2;16.07.2018-14:51:00;2;1;12
2615;1;20.07.2018-08:29:00;2;1;155
2615;2;23.07.2018-05:47:00;2;1;12
2615;3;26.07.2018-18:09:00;2;1;2
2615;1;31.07.2018-10:32:00;2;1;155
2615;2;31.07.2018-17:24:00;2;1;12
2615;3;02.08.2018-16:07:00;2;1;2
2615;3;02.08.2018-16:07:00;2;1;2
2615;1;03.08.2018-08:19:00;2;1;155
2615;2;08.08.2018-11:13:00;2;1;12
2615;3;09.08.2018-14:30:00;2;1;2
2615;1;10.08.2018-07:28:00;2;1;155
2615;2;14.08.2018-11:30:00;2;1;12
2615;3;16.08.2018-15:03:00;2;1;2
2615;1;17.08.2018-10:29:00;2;1;155
2615;2;20.08.2018-09:43:00;2;1;13
2615;3;23.08.2018-13:40:00;2;1;2
2615;1;24.08.2018-08:21:00;2;1;155
2615;2;28.08.2018-15:15:00;2;1;13
2615;1;30.08.2018-15:40:00;2;1;155
2615;2;30.08.2018-16:43:00;2;1;12
2615;3;06.09.2018-14:08:00;2;1;2
2615;1;07.09.2018-07:36:00;2;1;155
2615;2;07.09.2018-16:36:00;2;1;13
2615;3;13.09.2018-16:42:00;2;1;2
2615;1;20.09.2018-07:49:00;2;1;155
2615;3;20.09.2018-16:14:00;2;1;2
2615;2;20.09.2018-16:24:00;2;1;1
2615;1;21.09.2018-07:31:00;2;1;155
2615;2;21.09.2018-16:50:00;2;1;1
2615;1;28.09.2018-09:32:00;2;1;155
2615;2;02.10.2018-12:19:00;2;1;1
2615;1;04.10.2018-15:57:00;2;1;155
2615;3;04.10.2018-16:50:00;2;1;2
2615;2;08.10.2018-11:41:00;2;1;1
2615;3;11.10.2018-13:47:00;2;1;2
2615;1;12.10.2018-08:46:00;2;1;155
2615;2;15.10.2018-11:03:00;2;1;12
2615;3;18.10.2018-15:32:00;2;1;2
2615;1;19.10.2018-07:29:00;2;1;155
2615;2;22.10.2018-12:38:00;2;1;13
2615;1;26.10.2018-07:41:00;2;1;155
2615;3;26.10.2018-11:04:00;2;1;4
2615;2;26.10.2018-17:45:00;2;1;1
2615;3;01.11.2018-16:27:00;2;1;2
2615;1;02.11.2018-09:22:00;2;1;155
2615;2;02.11.2018-15:40:00;2;1;12
2615;3;08.11.2018-16:46:00;2;1;2
2615;3;15.11.2018-15:35:00;2;1;2
2615;1;16.11.2018-09:26:00;2;1;155
2615;2;16.11.2018-17:26:00;2;1;12
2615;1;19.11.2018-16:13:00;2;1;155
2615;2;20.11.2018-09:48:00;2;1;12
2615;3;22.11.2018-14:54:00;2;1;2
2615;1;29.11.2018-08:31:00;2;1;155
2615;3;29.11.2018-16:17:00;2;1;2
2615;2;30.11.2018-10:59:00;2;1;12
2615;1;05.12.2018-10:41:00;2;1;155
2615;3;07.12.2018-09:10:00;2;1;2
2615;1;07.12.2018-11:55:00;2;1;155
2615;2;07.12.2018-16:01:00;2;1;12
2615;2;10.12.2018-08:36:00;2;1;1
2615;3;13.12.2018-14:09:00;2;1;2
2615;1;17.12.2018-08:36:00;2;1;155
2615;2;18.12.2018-10:16:00;2;1;1
2615;1;20.12.2018-15:13:00;2;1;155
2615;2;21.12.2018-13:16:00;2;1;12
2615;1;07.01.2019-13:49:00;2;1;155
2615;2;08.01.2019-09:44:00;2;1;1
2615;3;10.01.2019-15:46:00;2;1;2
2616;0;03.01.2018-13:41:00;1;0;151
2616;1;22.01.2018-12:59:00;1;0;57
2616;2;08.03.2018-09:41:00;1;0;1
2616;3;29.03.2018-15:06:00;1;0;2
2617;0;03.01.2018-13:41:00;1;0;58
2617;1;16.01.2018-09:02:00;1;0;62
2617;2;07.02.2018-16:58:00;1;0;1
2617;3;29.03.2018-15:08:00;1;0;2
2618;0;03.01.2018-13:43:00;1;0;95
2618;2;08.03.2018-15:57:00;1;0;13
2618;3;26.04.2018-11:13:00;1;0;2
2619;0;03.01.2018-13:44:00;1;0;151
2619;2;11.01.2018-12:28:00;1;0;7
2619;1;15.01.2018-13:33:00;1;0;57
2619;9;15.01.2018-16:36:00;1;0;6
2619;3;29.03.2018-15:06:00;1;0;2
2620;0;03.01.2018-13:45:00;1;0;138
2621;0;03.01.2018-13:46:00;1;0;138
2622;0;03.01.2018-13:47:00;1;0;138
2623;28;03.01.2018-00:00:00;1;0;134
2623;0;03.01.2018-13:49:00;1;0;152
2623;24;02.02.2018-14:19:00;1;0;152
2623;1;19.02.2018-14:04:00;1;0;92
2623;9;19.02.2018-17:01:00;1;0;6
2623;3;26.04.2018-11:11:00;1;0;2
2624;0;03.01.2018-13:49:00;1;0;151
2624;1;19.01.2018-13:36:00;1;0;57
2624;2;19.01.2018-15:18:00;1;0;16
2624;3;29.03.2018-15:07:00;1;0;2
2625;0;03.01.2018-13:50:00;1;0;151
2625;1;06.02.2018-12:31:00;1;0;57
2625;2;09.04.2018-17:53:00;1;0;12
2625;14;10.04.2018-16:45:00;1;0;156
2625;3;26.04.2018-11:13:00;1;0;2
2626;0;03.01.2018-13:50:00;1;0;138
2627;0;03.01.2018-13:51:00;1;0;152
2627;1;31.01.2018-12:31:00;1;0;92
2627;3;29.03.2018-15:09:00;1;0;2
2628;0;03.01.2018-13:51:00;1;0;138
2629;0;03.01.2018-13:52:00;1;0;111
2629;1;12.02.2018-10:15:00;1;0;99
2629;2;15.03.2018-11:02:00;1;0;18
2629;3;26.04.2018-11:13:00;1;0;2
2630;0;03.01.2018-13:52:00;1;0;151
2630;1;18.01.2018-12:16:00;1;0;57
2630;3;29.03.2018-15:09:00;1;0;2
2631;0;03.01.2018-13:53:00;1;0;95
2631;17;23.01.2018-14:02:00;1;0;95
2631;3;08.03.2018-13:21:00;1;0;4
2632;0;03.01.2018-13:53:00;1;0;95
2632;3;08.03.2018-13:21:00;1;0;4
2633;0;03.01.2018-13:53:00;1;0;95
2633;17;25.01.2018-12:45:00;1;0;95
2633;3;08.03.2018-13:21:00;1;0;4
2634;28;31.12.2017-00:00:00;1;0;134
2634;0;03.01.2018-13:54:00;1;0;152
2634;1;18.01.2018-12:36:00;1;0;92
2634;2;22.01.2018-11:27:00;1;0;16
2634;3;08.02.2018-14:44:00;1;0;2
2635;0;03.01.2018-13:54:00;1;0;152
2635;1;09.02.2018-10:55:00;1;0;92
2635;2;13.02.2018-17:14:00;1;0;1
2635;3;01.03.2018-14:06:00;1;0;4
2636;0;03.01.2018-13:54:00;1;0;91
2636;1;05.03.2018-12:19:00;1;0;57
2637;0;03.01.2018-13:54:00;1;0;108
2637;1;14.02.2018-14:12:00;1;0;109
2637;2;23.02.2018-17:34:00;1;0;12
2637;3;26.04.2018-11:13:00;1;0;2
2638;0;03.01.2018-13:54:00;1;0;146
2638;1;10.01.2018-07:18:00;1;0;146
2638;2;12.01.2018-10:27:00;1;0;7
2638;3;29.01.2018-16:21:00;1;0;6
2639;0;03.01.2018-13:54:00;1;0;146
2639;1;10.01.2018-07:18:00;1;0;146
2639;2;12.01.2018-10:27:00;1;0;7
2639;3;29.01.2018-16:21:00;1;0;6
2640;0;03.01.2018-13:56:00;1;0;151
2640;1;08.01.2018-12:46:00;1;0;57
2641;0;03.01.2018-13:56:00;1;0;151
2641;1;15.01.2018-13:28:00;1;0;57
2642;0;03.01.2018-13:56:00;1;0;152
2642;1;26.01.2018-10:17:00;1;0;92
2642;2;08.02.2018-09:29:00;1;0;16
2642;3;08.03.2018-13:22:00;1;0;4
2642;3;08.03.2018-13:22:00;1;0;4
2643;0;03.01.2018-13:56:00;1;0;152
2643;1;26.01.2018-10:17:00;1;0;92
2643;2;08.02.2018-09:29:00;1;0;16
2643;3;08.03.2018-13:22:00;1;0;4
2643;3;08.03.2018-13:22:00;1;0;4
2644;0;03.01.2018-13:56:00;1;0;152
2644;1;26.01.2018-10:17:00;1;0;92
2644;2;08.02.2018-09:29:00;1;0;16
2644;3;08.03.2018-13:22:00;1;0;4
2644;3;08.03.2018-13:22:00;1;0;4
2645;0;03.01.2018-13:57:00;1;0;151
2645;1;15.01.2018-13:36:00;1;0;57
2645;9;14.02.2018-17:06:00;1;0;6
2645;3;13.04.2018-10:37:00;1;0;2
2646;0;03.01.2018-14:00:00;1;0;152
2646;1;31.01.2018-08:53:00;1;0;92
2646;3;22.02.2018-16:18:00;1;0;2
2646;3;22.03.2018-13:31:00;1;0;4
2647;0;03.01.2018-14:00:00;1;0;152
2647;1;31.01.2018-08:53:00;1;0;92
2647;3;22.02.2018-16:18:00;1;0;2
2648;0;03.01.2018-14:01:00;1;0;151
2648;1;19.01.2018-13:20:00;1;0;57
2648;2;23.01.2018-12:50:00;1;0;16
2648;3;05.04.2018-15:50:00;1;0;2
2649;0;03.01.2018-14:01:00;2;1;126
2649;1;20.02.2018-08:42:00;2;1;155
2649;2;19.03.2018-16:25:00;2;1;7
2649;1;03.04.2018-08:50:00;2;1;155
2649;3;05.04.2018-15:51:00;2;1;2
2649;2;18.04.2018-13:56:00;2;1;1
2649;3;09.05.2018-14:12:00;2;1;2
2649;1;04.06.2018-09:19:00;2;1;155
2649;2;14.06.2018-15:14:00;2;1;12
2649;3;05.07.2018-14:13:00;2;1;2
2649;1;21.08.2018-13:12:00;2;1;155
2649;2;28.08.2018-12:18:00;2;1;20
2649;1;28.09.2018-10:46:00;2;1;155
2649;3;04.10.2018-16:50:00;2;1;2
2649;2;15.10.2018-15:01:00;2;1;12
2649;3;08.11.2018-16:46:00;2;1;2
2649;1;07.01.2019-08:50:00;2;1;155
2649;1;07.01.2019-08:52:00;2;1;155
2649;1;07.01.2019-08:53:00;2;1;155
2649;2;08.01.2019-08:17:00;2;1;1
2649;2;08.01.2019-13:06:00;2;1;13
2649;3;10.01.2019-15:46:00;2;1;2
2649;2;15.01.2019-16:24:00;2;1;12
2649;3;17.01.2019-14:41:00;2;1;2
2650;0;03.01.2018-14:02:00;1;0;152
2650;1;31.01.2018-08:26:00;1;0;92
2650;2;02.02.2018-14:22:00;1;0;1
2650;3;29.03.2018-15:08:00;1;0;2
2651;0;03.01.2018-14:02:00;1;0;111
2651;2;21.03.2018-11:11:00;1;0;18
2651;1;21.03.2018-17:51:00;1;0;99
2651;3;07.06.2018-13:11:00;1;0;2
2652;0;03.01.2018-14:04:00;2;1;126
2653;0;03.01.2018-14:07:00;1;0;108
2653;2;10.01.2018-10:59:00;1;0;12
2653;1;10.01.2018-11:31:00;1;0;130
2653;9;10.01.2018-16:31:00;1;0;6
2653;3;09.05.2018-14:09:00;1;0;2
2654;0;03.01.2018-14:07:00;1;0;108
2654;2;10.01.2018-10:59:00;1;0;12
2654;1;10.01.2018-11:31:00;1;0;130
2654;9;10.01.2018-16:31:00;1;0;6
2654;3;09.05.2018-14:09:00;1;0;2
2655;28;31.12.2017-00:00:00;1;0;134
2655;0;03.01.2018-14:07:00;1;0;152
2655;15;04.01.2018-13:00:00;1;0;152
2656;0;03.01.2018-14:09:00;1;0;152
2656;1;24.01.2018-13:44:00;1;0;92
2656;2;24.01.2018-15:16:00;1;0;3
2656;3;22.02.2018-16:18:00;1;0;2
2656;20;05.09.2018-10:46:00;1;0;12
2656;3;06.09.2018-14:08:00;1;0;2
2657;0;03.01.2018-14:15:00;1;0;152
2657;17;04.01.2018-11:17:00;1;0;152
2657;1;07.02.2018-11:38:00;1;0;92
2657;2;14.02.2018-13:47:00;1;0;12
2657;7;18.04.2018-12:38:00;1;0;13
2657;2;18.04.2018-12:40:00;1;0;13
2657;3;18.04.2018-17:24:00;1;0;13
2657;3;26.04.2018-11:15:00;1;0;2
2658;0;03.01.2018-14:15:00;1;0;152
2658;17;04.01.2018-11:17:00;1;0;152
2658;1;06.02.2018-14:03:00;1;0;92
2658;17;06.02.2018-17:07:00;1;0;152
2658;2;14.02.2018-13:44:00;1;0;12
2658;14;16.02.2018-11:17:00;1;0;93
2658;7;18.04.2018-12:22:00;1;0;13
2658;2;18.04.2018-12:25:00;1;0;13
2658;3;18.04.2018-17:24:00;1;0;13
2658;3;26.04.2018-11:15:00;1;0;2
2659;0;04.01.2018-11:17:00;1;0;152
2659;1;14.02.2018-13:50:00;1;0;92
2659;17;15.02.2018-15:53:00;1;0;152
2659;2;22.02.2018-15:45:00;1;0;1
2659;14;26.02.2018-15:27:00;1;0;93
2659;9;26.02.2018-16:29:00;1;0;6
2659;3;26.04.2018-11:15:00;1;0;2
2660;0;04.01.2018-11:17:00;1;0;152
2660;17;22.01.2018-09:35:00;1;0;152
2660;1;22.02.2018-14:35:00;1;0;92
2660;2;22.02.2018-15:58:00;1;0;8
2660;14;26.02.2018-15:27:00;1;0;93
2660;9;26.02.2018-16:29:00;1;0;6
2660;3;26.04.2018-11:15:00;1;0;2
2661;0;11.01.2018-16:02:00;1;0;152
2661;1;07.02.2018-11:38:00;1;0;92
2661;2;14.02.2018-13:47:00;1;0;12
2661;7;18.04.2018-12:38:00;1;0;13
2661;2;18.04.2018-12:40:00;1;0;13
2661;3;18.04.2018-17:24:00;1;0;13
2661;3;26.04.2018-11:15:00;1;0;2
2662;0;22.01.2018-09:35:00;1;0;152
2662;1;22.02.2018-14:35:00;1;0;92
2662;2;22.02.2018-15:58:00;1;0;8
2662;9;26.02.2018-16:29:00;1;0;6
2662;3;26.04.2018-11:15:00;1;0;2
2663;0;06.02.2018-17:07:00;1;0;152
2663;1;13.02.2018-10:52:00;1;0;92
2663;2;27.02.2018-11:18:00;1;0;1
2663;14;09.03.2018-10:48:00;1;0;93
2663;3;26.04.2018-11:15:00;1;0;2
2664;0;15.02.2018-15:53:00;1;0;152
2664;1;22.02.2018-14:47:00;1;0;92
2664;2;09.03.2018-11:43:00;1;0;13
2664;3;26.04.2018-11:15:00;1;0;2
2665;0;03.01.2018-14:23:00;2;1;126
2665;1;04.05.2018-15:23:00;2;1;126
2665;1;04.05.2018-15:24:00;2;1;126
2665;1;04.05.2018-15:24:00;2;1;126
2665;1;04.05.2018-15:25:00;2;1;126
2665;1;04.05.2018-15:26:00;2;1;126
2665;1;04.05.2018-15:26:00;2;1;126
2665;1;04.05.2018-15:27:00;2;1;126
2665;1;04.05.2018-15:28:00;2;1;126
2665;6;04.05.2018-15:30:00;2;1;126
2665;1;04.05.2018-15:30:00;2;1;126
2665;2;04.05.2018-17:32:00;2;1;1
2665;2;04.05.2018-17:35:00;2;1;1
2665;2;04.05.2018-17:38:00;2;1;1
2665;2;04.05.2018-17:39:00;2;1;1
2665;2;04.05.2018-17:42:00;2;1;1
2665;2;04.05.2018-17:46:00;2;1;1
2665;2;04.05.2018-17:47:00;2;1;1
2665;2;04.05.2018-17:48:00;2;1;1
2665;3;09.05.2018-14:12:00;2;1;2
2665;9;15.05.2018-10:10:00;2;1;23
2665;3;17.05.2018-14:51:00;2;1;2
2665;1;05.06.2018-08:36:00;2;1;126
2665;1;05.06.2018-08:37:00;2;1;126
2665;1;05.06.2018-08:38:00;2;1;126
2665;1;05.06.2018-08:38:00;2;1;126
2665;1;05.06.2018-08:39:00;2;1;126
2665;1;05.06.2018-08:40:00;2;1;126
2665;1;05.06.2018-08:41:00;2;1;126
2665;1;05.06.2018-08:41:00;2;1;126
2665;1;05.06.2018-08:42:00;2;1;126
2665;1;05.06.2018-08:43:00;2;1;126
2665;1;05.06.2018-08:44:00;2;1;126
2665;1;05.06.2018-08:45:00;2;1;126
2665;2;06.06.2018-11:52:00;2;1;12
2665;2;06.06.2018-11:55:00;2;1;12
2665;2;06.06.2018-11:57:00;2;1;12
2665;2;06.06.2018-11:59:00;2;1;13
2665;2;06.06.2018-12:06:00;2;1;12
2665;2;06.06.2018-12:13:00;2;1;13
2665;2;06.06.2018-12:15:00;2;1;13
2665;2;06.06.2018-12:16:00;2;1;13
2665;2;06.06.2018-12:22:00;2;1;1
2665;2;06.06.2018-12:25:00;2;1;1
2665;9;06.06.2018-12:28:00;2;1;31
2665;2;06.06.2018-12:29:00;2;1;1
2665;2;06.06.2018-12:32:00;2;1;1
2665;3;07.06.2018-13:13:00;2;1;2
2665;9;18.06.2018-09:35:00;2;1;23
2665;1;19.06.2018-11:32:00;2;1;126
2665;2;20.06.2018-09:42:00;2;1;1
2665;3;21.06.2018-12:42:00;2;1;2
2665;9;02.07.2018-11:08:00;2;1;23
2665;3;05.07.2018-14:13:00;2;1;2
2665;1;11.07.2018-15:59:00;2;1;126
2665;6;11.07.2018-16:01:00;2;1;126
2665;1;11.07.2018-16:02:00;2;1;126
2665;1;11.07.2018-16:03:00;2;1;126
2665;1;11.07.2018-16:04:00;2;1;126
2665;1;11.07.2018-16:05:00;2;1;126
2665;1;11.07.2018-16:06:00;2;1;126
2665;1;11.07.2018-16:07:00;2;1;126
2665;1;11.07.2018-16:07:00;2;1;126
2665;1;11.07.2018-16:40:00;2;1;126
2665;1;11.07.2018-16:40:00;2;1;126
2665;1;11.07.2018-16:41:00;2;1;126
2665;1;11.07.2018-16:42:00;2;1;126
2665;1;11.07.2018-16:42:00;2;1;126
2665;1;11.07.2018-16:43:00;2;1;126
2665;1;11.07.2018-16:44:00;2;1;126
2665;1;11.07.2018-16:45:00;2;1;126
2665;1;11.07.2018-16:46:00;2;1;126
2665;1;11.07.2018-16:47:00;2;1;126
2665;1;11.07.2018-16:48:00;2;1;126
2665;2;11.07.2018-17:26:00;2;1;3
2665;9;11.07.2018-17:29:00;2;1;6
2665;2;11.07.2018-17:29:00;2;1;3
2665;2;11.07.2018-17:31:00;2;1;3
2665;9;11.07.2018-17:32:00;2;1;6
2665;2;11.07.2018-17:34:00;2;1;3
2665;9;11.07.2018-17:35:00;2;1;6
2665;2;11.07.2018-17:36:00;2;1;3
2665;2;11.07.2018-17:39:00;2;1;3
2665;9;11.07.2018-17:40:00;2;1;6
2665;2;11.07.2018-17:41:00;2;1;3
2665;3;12.07.2018-12:56:00;2;1;2
2665;2;17.07.2018-16:52:00;2;1;20
2665;2;18.07.2018-15:42:00;2;1;12
2665;2;18.07.2018-15:54:00;2;1;1
2665;2;18.07.2018-16:49:00;2;1;20
2665;9;18.07.2018-16:50:00;2;1;29
2665;2;20.07.2018-09:03:00;2;1;12
2665;2;23.07.2018-12:30:00;2;1;13
2665;2;23.07.2018-12:34:00;2;1;13
2665;2;23.07.2018-12:36:00;2;1;13
2665;2;23.07.2018-16:38:00;2;1;12
2665;2;23.07.2018-16:43:00;2;1;12
2665;9;30.07.2018-09:18:00;2;1;23
2665;9;09.08.2018-13:01:00;2;1;15
2665;3;09.08.2018-14:30:00;2;1;2
2665;2;13.08.2018-16:02:00;2;1;13
2665;3;16.08.2018-15:03:00;2;1;2
2665;1;21.08.2018-13:21:00;2;1;126
2665;1;21.08.2018-13:27:00;2;1;126
2665;1;21.08.2018-13:28:00;2;1;126
2665;1;21.08.2018-13:29:00;2;1;126
2665;1;21.08.2018-14:15:00;2;1;126
2665;1;21.08.2018-14:16:00;2;1;126
2665;1;21.08.2018-14:17:00;2;1;126
2665;2;22.08.2018-12:57:00;2;1;12
2665;2;22.08.2018-13:00:00;2;1;15
2665;7;22.08.2018-13:00:00;2;1;15
2665;2;22.08.2018-13:08:00;2;1;12
2665;7;22.08.2018-13:57:00;2;1;15
2665;3;22.08.2018-13:58:00;2;1;15
2665;2;22.08.2018-14:03:00;2;1;15
2665;9;22.08.2018-14:05:00;2;1;15
2665;7;22.08.2018-14:34:00;2;1;15
2665;2;22.08.2018-14:49:00;2;1;1
2665;2;22.08.2018-14:53:00;2;1;1
2665;2;22.08.2018-15:50:00;2;1;15
2665;3;22.08.2018-15:52:00;2;1;15
2665;7;22.08.2018-15:52:00;2;1;15
2665;2;22.08.2018-16:46:00;2;1;13
2665;2;22.08.2018-16:55:00;2;1;13
2665;2;22.08.2018-16:57:00;2;1;13
2665;9;22.08.2018-17:14:00;2;1;15
2665;9;28.08.2018-09:24:00;2;1;23
2665;19;28.08.2018-17:36:00;2;1;13
2665;7;29.08.2018-10:10:00;2;1;12
2665;7;29.08.2018-10:51:00;2;1;13
2665;3;06.09.2018-14:08:00;2;1;2
2665;3;06.09.2018-14:08:00;2;1;2
2665;3;20.09.2018-14:53:00;2;1;27
2665;1;09.10.2018-17:09:00;2;1;126
2665;1;09.10.2018-17:10:00;2;1;126
2665;1;09.10.2018-17:10:00;2;1;126
2665;1;09.10.2018-17:11:00;2;1;126
2665;1;09.10.2018-17:11:00;2;1;126
2665;1;09.10.2018-17:12:00;2;1;126
2665;7;10.10.2018-11:18:00;2;1;15
2665;2;10.10.2018-12:11:00;2;1;1
2665;2;10.10.2018-12:13:00;2;1;1
2665;7;10.10.2018-12:19:00;2;1;1
2665;3;10.10.2018-12:20:00;2;1;1
2665;7;10.10.2018-12:20:00;2;1;1
2665;3;10.10.2018-12:21:00;2;1;1
2665;2;10.10.2018-12:41:00;2;1;12
2665;2;10.10.2018-12:43:00;2;1;12
2665;2;10.10.2018-15:20:00;2;1;13
2665;2;10.10.2018-15:23:00;2;1;13
2665;2;10.10.2018-17:06:00;2;1;12
2665;2;10.10.2018-17:27:00;2;1;1
2665;9;11.10.2018-11:11:00;2;1;15
2665;3;11.10.2018-13:47:00;2;1;2
2665;3;12.10.2018-16:54:00;2;1;2
2665;7;05.11.2018-12:55:00;2;1;13
2665;2;05.11.2018-12:58:00;2;1;13
2665;3;05.11.2018-13:09:00;2;1;13
2665;7;05.11.2018-16:51:00;2;1;15
2665;2;05.11.2018-16:52:00;2;1;15
2665;3;05.11.2018-17:00:00;2;1;15
2665;7;06.11.2018-05:16:00;2;1;3
2665;2;06.11.2018-05:18:00;2;1;3
2665;3;06.11.2018-05:19:00;2;1;3
2665;9;12.11.2018-09:27:00;2;1;15
2665;1;04.12.2018-10:09:00;2;1;126
2665;1;04.12.2018-10:10:00;2;1;126
2665;1;04.12.2018-10:11:00;2;1;126
2665;1;04.12.2018-10:12:00;2;1;126
2665;1;04.12.2018-10:13:00;2;1;126
2665;2;05.12.2018-08:05:00;2;1;1
2665;2;05.12.2018-08:08:00;2;1;1
2665;2;05.12.2018-08:11:00;2;1;1
2665;2;05.12.2018-08:14:00;2;1;1
2665;2;05.12.2018-08:17:00;2;1;1
2665;1;05.12.2018-09:58:00;2;1;126
2665;1;05.12.2018-09:59:00;2;1;126
2665;1;05.12.2018-10:00:00;2;1;126
2665;1;05.12.2018-10:00:00;2;1;126
2665;1;05.12.2018-10:01:00;2;1;126
2665;1;05.12.2018-10:02:00;2;1;126
2665;1;05.12.2018-10:02:00;2;1;126
2665;1;05.12.2018-10:03:00;2;1;126
2665;2;06.12.2018-04:42:00;2;1;1
2665;2;06.12.2018-04:50:00;2;1;1
2665;2;06.12.2018-04:52:00;2;1;1
2665;2;06.12.2018-04:55:00;2;1;1
2665;2;06.12.2018-04:58:00;2;1;1
2665;2;06.12.2018-05:00:00;2;1;1
2665;2;06.12.2018-05:02:00;2;1;1
2665;3;07.12.2018-09:09:00;2;1;2
2665;3;07.12.2018-09:09:00;2;1;2
2665;1;11.12.2018-15:10:00;2;1;126
2665;9;11.12.2018-16:56:00;2;1;15
2665;2;12.12.2018-15:13:00;2;1;15
2665;2;13.12.2018-12:45:00;2;1;15
2665;3;13.12.2018-14:09:00;2;1;2
2665;3;13.12.2018-14:09:00;2;1;2
2665;7;17.12.2018-10:20:00;2;1;15
2665;3;17.12.2018-11:55:00;2;1;2
2665;1;04.01.2019-13:41:00;2;1;126
2665;1;11.01.2019-10:57:00;2;1;126
2665;1;11.01.2019-10:59:00;2;1;126
2665;1;11.01.2019-10:59:00;2;1;126
2665;1;11.01.2019-11:00:00;2;1;126
2665;1;11.01.2019-11:01:00;2;1;126
2665;1;11.01.2019-11:02:00;2;1;126
2665;1;11.01.2019-11:02:00;2;1;126
2665;6;11.01.2019-11:05:00;2;1;126
2665;6;11.01.2019-11:12:00;2;1;126
2665;6;11.01.2019-11:13:00;2;1;126
2665;1;11.01.2019-11:14:00;2;1;126
2665;1;11.01.2019-11:15:00;2;1;126
2665;1;11.01.2019-11:17:00;2;1;126
2665;1;11.01.2019-11:18:00;2;1;126
2665;1;11.01.2019-11:19:00;2;1;126
2665;1;11.01.2019-11:20:00;2;1;126
2665;1;11.01.2019-13:11:00;2;1;126
2665;1;11.01.2019-13:12:00;2;1;126
2665;1;11.01.2019-13:13:00;2;1;126
2665;1;11.01.2019-13:14:00;2;1;126
2665;1;11.01.2019-13:15:00;2;1;126
2665;1;11.01.2019-13:16:00;2;1;126
2665;1;11.01.2019-13:17:00;2;1;126
2665;1;11.01.2019-13:18:00;2;1;126
2665;1;11.01.2019-13:19:00;2;1;126
2665;1;11.01.2019-13:20:00;2;1;126
2665;1;11.01.2019-13:21:00;2;1;126
2665;1;11.01.2019-13:29:00;2;1;126
2665;1;11.01.2019-13:31:00;2;1;126
2665;1;11.01.2019-13:32:00;2;1;126
2665;1;11.01.2019-13:33:00;2;1;126
2665;1;11.01.2019-13:36:00;2;1;126
2665;1;11.01.2019-13:41:00;2;1;126
2665;1;11.01.2019-13:42:00;2;1;126
2665;1;11.01.2019-13:43:00;2;1;126
2665;1;11.01.2019-13:44:00;2;1;126
2665;2;11.01.2019-14:13:00;2;1;15
2665;2;11.01.2019-14:15:00;2;1;15
2665;2;11.01.2019-14:16:00;2;1;15
2665;2;11.01.2019-14:18:00;2;1;15
2665;2;11.01.2019-14:19:00;2;1;15
2665;2;11.01.2019-14:20:00;2;1;15
2665;2;11.01.2019-14:23:00;2;1;15
2665;2;11.01.2019-14:24:00;2;1;15
2665;2;11.01.2019-14:26:00;2;1;15
2665;9;11.01.2019-14:29:00;2;1;15
2665;2;11.01.2019-14:29:00;2;1;15
2665;2;14.01.2019-04:48:00;2;1;1
2665;2;14.01.2019-04:50:00;2;1;1
2665;2;14.01.2019-04:54:00;2;1;1
2665;2;14.01.2019-04:57:00;2;1;1
2665;2;14.01.2019-05:00:00;2;1;1
2665;2;14.01.2019-05:03:00;2;1;1
2665;2;14.01.2019-05:04:00;2;1;1
2665;2;14.01.2019-05:05:00;2;1;1
2665;2;14.01.2019-05:06:00;2;1;1
2665;2;14.01.2019-05:08:00;2;1;1
2665;2;14.01.2019-05:09:00;2;1;1
2665;7;15.01.2019-10:54:00;2;1;15
2665;7;15.01.2019-10:56:00;2;1;15
2665;7;15.01.2019-10:58:00;2;1;15
2665;2;15.01.2019-11:05:00;2;1;15
2665;3;15.01.2019-11:06:00;2;1;15
2665;2;15.01.2019-11:06:00;2;1;15
2665;2;15.01.2019-11:06:00;2;1;15
2665;2;15.01.2019-11:13:00;2;1;15
2665;7;15.01.2019-11:16:00;2;1;15
2665;7;15.01.2019-11:25:00;2;1;15
2665;7;15.01.2019-11:26:00;2;1;15
2665;2;16.01.2019-15:09:00;2;1;18
2665;2;16.01.2019-15:47:00;2;1;18
2665;3;17.01.2019-14:41:00;2;1;2
2666;0;03.01.2018-14:23:00;1;0;151
2666;1;01.02.2018-12:56:00;1;0;57
2666;2;08.03.2018-09:44:00;1;0;1
2666;3;29.03.2018-15:09:00;1;0;2
2667;0;03.01.2018-14:23:00;1;0;151
2667;1;01.02.2018-12:56:00;1;0;57
2667;2;08.03.2018-09:44:00;1;0;1
2667;3;29.03.2018-15:09:00;1;0;2
2668;0;03.01.2018-14:23:00;1;0;106
2668;1;15.01.2018-13:39:00;1;0;107
2669;0;03.01.2018-14:24:00;1;0;106
2669;1;15.01.2018-13:36:00;1;0;107
2669;2;17.01.2018-10:47:00;1;0;7
2669;3;29.03.2018-15:06:00;1;0;2
2670;0;03.01.2018-14:25:00;1;0;151
2670;14;11.01.2018-18:36:00;1;0;156
2670;1;02.02.2018-12:14:00;1;0;57
2670;2;14.03.2018-16:50:00;1;0;13
2670;3;26.04.2018-11:14:00;1;0;2
2671;28;03.01.2018-00:00:00;1;0;134
2671;0;03.01.2018-14:25:00;1;0;152
